// Reference=MNI
// Xu,2017:Self>Friend(All,42females) 
// Standardized name for contrast: self>close
// Subjects=42
-48	-32	36
-52	-4	-12
-8	-56	4
40	-44	52

// Xu,2017:Self-Disagree>Self-Agree(All,42females)
// Subjects=42
 12	24	32
-44	-32	28
-36	28	-4

// Xu,2017:Self>reflected(All,42females)
// Standardized name for contrast: self>nonperson
// Subjects=42
8	-88	12
4	-72	0
28	-20	52
-36	-48	56
-16	-56	32
