,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,0.0,46.0,6.0,3.7190164854556804,26920
1,2,-56.0,-46.0,16.0,,11880
2,3,-24.0,46.0,30.0,,11472
3,4,-6.0,-40.0,44.0,,7584
4,5,-32.0,16.0,-12.0,,5320
