,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,-4.0,46.0,20.0,,60568
1,2,-4.0,-42.0,32.0,,19624
2,3,-44.0,12.0,-12.0,,18656
3,4,-52.0,-50.0,22.0,,17224
