,Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3)
0,1,-2.0,44.0,10.0,,26160
1,2,-42.0,16.0,-10.0,,8296
2,3,2.0,-82.0,-8.0,0.5180835170564364,5792
